,href,text
255,https://www.sports.ru//football/1114144905-brunu-ob-argentinskom-sude-skazhu-chto-dumayu-i-poshli-vse-k-chertu-st.html,"Бруну об аргентинском судье: «Скажу что думаю – и пошли все к черту. Странно, что на игру Португалии назначен рефери из страны, остающейся на ЧМ»"
256,https://www.sports.ru//football/1114143861-igroki-anglii-preklonili-koleno-pered-matchem-1-4-finala-francziya-net.html,"Игроки Англии преклонили колено перед матчем 1/4 финала ЧМ-2022, французы – нет"
257,https://www.sports.ru//football/1114143410-pirs-morgan-grustno-videt-ronaldu-v-slezax-kogda-ego-mechte-o-pobede-n.html,"Пирс Морган: «Грустно видеть Роналду в слезах, когда его мечте о победе на ЧМ конец. Величайший. Помните его вклад в футбол»"
258,https://www.sports.ru//football/1114142448-sestra-ronaldu-kogda-vnuki-poprosyat-rasskazat-o-borbe-i-nevidannom-na.html,"Сестра Роналду: «Когда внуки попросят рассказать о борьбе и невиданном наследии – я поведаю об их дяде, родившемся посреди океана и построившем империю, не сдавшемся, когда ему вырыли могилу»"
259,https://www.sports.ru//football/1114142429-ronaldu-nanes-1-udar-po-vorotam-marokko-otygrav-okolo-50-minut-bunu-ne.html,"Роналду нанес 1 удар по воротам Марокко, отыграв около 50 минут. Буну не пропустил в ближний угол"
260,https://www.sports.ru//football/1114141991-dzhordzhina-o-ronaldu-v-zapase-na-marokko-trener-prinyal-nepravilnoe-r.html,Джорджина о Роналду в запасе на Марокко: «Сантуш ошибся. Нельзя недооценивать лучшего игрока в мире»
261,https://www.sports.ru//football/1114142001-dmitrij-medvedev-klassnym-byl-by-final-bez-vrazheskix-stran-argentina-.html,Дмитрий Медведев: «Классным был бы финал ЧМ без вражеских стран. Аргентина – Марокко»
262,https://www.sports.ru//football/1114141636-santush-o-ronaldu-v-zapase-ne-zhaleyu-on-velikij-i-vyshel-togda-kogda-.html,"Сантуш о Роналду в запасе: «Не жалею. Он великий, но я обязан выбирать умом, а не сердцем»"
263,https://www.sports.ru//football/1114140668-mbappe-kejn-grizmann-maguajr-zhiru-bellingem-v-starte-anglii-i-franczi.html,"Мбаппе, Кейн, Гризманн, Магуайр, Жиру, Беллингем – в старте Англии и Франции на 1/4 финала ЧМ-2022"
264,https://www.sports.ru//football/1114139575-pepe-posle-vyleta-portugalii-nedopustimo-chtoby-nas-sudil-argentinecz-.html,"Пепе после вылета Португалии: «Аргентинец на нашем матче после слов Месси о судействе – это недопустимо. Ставлю, что Аргентина выиграет ЧМ»"
265,https://www.sports.ru//football/1114139689-ronaldu-zabil-4-gola-za-23-matcha-sezona-s-penalti-sherifu-i-gane-s-ig.html,"Роналду забил 4 гола за 23 матча сезона: с пенальти – «Шерифу» и Гане, с игры – «Эвертону» и «Шерифу»"
266,https://www.sports.ru//football/1114138298-pirs-morgan-o-pobede-marokko-nad-portugaliej-zasluzhenno-marokkanczy-b.html,Пирс Морган: «Заслуженная победа Марокко. Как долго Португалия будет оставлять величайшего игрока в истории на лавке?»
267,https://www.sports.ru//football/1114136200-ronaldu-v-slezax-ushel-v-razdevalku-srazu-posle-vyleta-portugalii-ot-m.html,Роналду в слезах ушел в раздевалку сразу после вылета Португалии от Марокко
268,https://www.sports.ru//football/1114137117-u-ronaldu-1-gol-na-chm-2022-v-5-matchax-s-penalti-gane.html,У Роналду 1 гол на ЧМ-2022 в 5 матчах – с пенальти Гане
269,https://www.sports.ru//football/1114135662-ronaldu-ni-razu-ne-zabil-v-plej-off-chm-on-provel-8-matchej.html,Роналду ни разу за 8 матчей не забил в плей-офф чемпионатов мира
270,https://www.sports.ru//football/1114135063-portugaliya-s-ronaldu-lish-1-iz-5-raz-doshla-do-polufinala-chm-v-2006-.html,Португалия с Роналду лишь 1 из 5 раз дошла до полуфинала ЧМ – в 2006 году
271,https://www.sports.ru//football/1114135195-afrikanskaya-sbornaya-vpervye-vyshla-v-1-2-chm.html,Африканская сборная впервые вышла в полуфинал чемпионата мира
272,https://www.sports.ru//football/1114134972-marokko-sygraet-s-angliej-ili-francziej-v-polufinale-chm.html,Марокко сыграет с Англией или Францией в полуфинале ЧМ-2022
273,https://www.sports.ru//football/1114115125-marokko-portugaliya-onlajn-translyacziya-nachnetsya-v-1800.html,Марокко обыграло Португалию в 1/4 ЧМ-2022 (1:0) благодаря голу Эн-Несири
274,https://www.sports.ru//football/1114133639-ronaldu-povtoril-rekord-po-matcham-za-sbornye-u-nego-i-al-mutavy-iz-ku.html,Роналду повторил рекорд по матчам за сборные. У него и Аль-Мутвы из Кувейта по 196 игр
275,https://www.sports.ru//figure-skating/1114134177-tatyana-tarasova-ne-zhalko-li-chto-malinin-vystupaet-ne-za-rossiyu-zha.html,"Татьяна Тарасова: «Не жалко ли, что Малинин выступает не за Россию? Жалко у пчелки в жопке»"
276,https://www.sports.ru//football/1114133114-makron-britanskomu-premeru-esli-francziya-pobedit-a-ona-pobedit-podder.html,"Макрон – британскому премьеру: «Если Франция победит (а она победит!), поддержите нас в 1/2 финала?»"
277,https://www.sports.ru//football/1114131451-bastian-shvajnshtajger-messi-eto-chelovek-dlya-klyuchevyx-momentov-vsy.html,"«Месси – человек для ключевых моментов. Вся Аргентина желает ему победы на ЧМ, и многие другие хотят того же». Швайнштайгер о Лео"
278,https://www.sports.ru//football/1114132381-marokko-obygryvaet-portugaliyu-10-evropejczy-1-raz-popali-v-stvor-i-us.html,Марокко обыгрывает Португалию 1:0 к перерыву. Европейцы 1 раз попали в створ и уступают по ударам
279,https://www.sports.ru//football/1114131887-portugaliya-vpervye-na-chm-2022-propustila-pervoj-ot-marokko-v-1-4-fin.html,Португалия впервые на ЧМ-2022 пропустила первой – от Марокко в 1/4 финала
280,https://www.sports.ru//mediafootball/1114132228-speshu-vas-obradovat-oleg-vyigral-slavon-o-rezultate-boya-majami-i-tig.html,«Олег Майами выиграл бой с Тигиевым. У Георгия кислородное голодание». Славон о поединке
281,https://www.sports.ru//football/1114130878-rodrigo-izvinilsya-za-vylet-brazilii-iz-raya-v-ad-za-schitannye-moment.html,Родриго извинился за вылет Бразилии: «Из рая в ад за считанные минуты. Это поколение должно быть короновано. Пусть в 2026-м все будет иначе»
282,https://www.sports.ru//football/1114130565-kante-xochet-v-barselonu-v-peregovorax-est-progress-sdelku-mogut-zakry.html,"Канте хочет в «Барселону», переговоры идут. Сделку могут закрыть в январе"
283,https://www.sports.ru//football/1114129600-nejmar-ne-uletel-iz-katara-vmeste-so-sbornoj-brazilii-on-ostalsya-v-ot.html,Неймар не улетел из Катара вместе со сборной Бразилии. Он остался в отеле в Дохе
284,https://www.sports.ru//football/1114129232-fifa-otkryla-delo-i-protiv-niderlandov-ix-obvinyayut-v-narushenii-odno.html,"ФИФА открыла дело и против Нидерландов. Их обвиняют в нарушении одной статьи, Аргентину – двух"
285,https://www.sports.ru//hockey/1114129471-rotenberg-o-repere-st-nadeyus-my-porabotaem-vmeste-v-peterburge-nam-nu.html,"Ротенберг о рэпере ST: «И раньше слушали хорошую музыку, но не понимали, кто исполнитель. Надеюсь, поработаем вместе в Петербурге. Нам нужны лучшие!»"
286,https://www.sports.ru//football/1114128938-gosdepartament-ssha-rabotaet-s-semej-skonchavshegosya-v-katare-zhurnal.html,Госдепартамент США работает с семьей скончавшегося в Катаре журналиста Уола. Организаторы ЧМ-2022 связались с посольством для репатриации тела
287,https://www.sports.ru//football/1114128282-ya-vas-dvazhdy-zatknis-grebanyj-mudak-emiliano-martines-igroku-niderla.html,"«Я ###### вас дважды, заткнись, гребаный мудак». Эмилиано Мартинес – игроку Нидерландов после победы Аргентины"
288,https://www.sports.ru//mediafootball/1114128333-tigieva-posle-boya-s-majami-uvezli-na-skoroj.html,Тигиева увезли на скорой после боя с Олегом Майами
289,https://www.sports.ru//football/1114127920-ronaldu-2-j-raz-podryad-ne-popal-v-startovyj-sostav-portugalii-na-chm-.html,Роналду 2-й раз подряд не попал в стартовый состав Португалии на ЧМ-2022. Со Швейцарией он вышел на 73-й
290,https://www.sports.ru//biathlon/1114097729-kubok-mira-estafeta-lagrejd-andersen-joxannes-bo-i-kristiansen-pobegut.html,"⚡Кубок мира. Норвегия победила в эстафете, Швеция – 2-я, Германия – 3-я "
291,https://www.sports.ru//football/1114127248-aguero-latuaro-i-enczo-fernandes-ne-puskali-vegorsta-k-messi-v-mikst-z.html,"Агуэро, Лаутаро и Энцо не пускали Вегорста к Месси, Кун говорил Вауту заткнуться. Ван Дейк всех успокоил"
292,https://www.sports.ru//football/1114125945-ronaldu-ne-popal-v-start-na-match-marokko-portugaliya-ramush-i-feliks-.html,Роналду не попал в старт на матч Марокко – Португалия. Рамуш и Феликс сыграют
293,https://www.sports.ru//figure-skating/1114102928-final-gran-pri-uno-yamamoto-malinin-miura-grassl-i-sato-pokazhut-proiz.html,"⚡Финал Гран-при. Уно одержал победу, Ямамото – 2-й, Малинин – 3-й"
294,https://www.sports.ru//football/1114126385-fifa-otkryla-delo-protiv-argentiny-za-slova-messi-i-martinesa-v-adres-.html,ФИФА открыла дело против Аргентины за слова Месси и Мартинеса в адрес судьи и поведение игроков в матче с Нидерландами
295,https://www.sports.ru//football/1114125642-ferdinand-o-nejmare-kak-mozhno-ostavit-luchshego-ispolnitelya-penalti-.html,Фердинанд о Неймаре: «Как можно оставить лучшего пенальтиста на последний удар? В половине случаев до него доходит очередь»
296,https://www.sports.ru//football/1114125271-vegorst-o-konflikte-s-messi-ya-xotel-pozhat-messi-ruku-posle-igry-oche.html,"Вегорст о конфликте с Месси: «Я хотел пожать ему руку после игры, очень уважаю его. Но он отбросил мою руку и грубо высказался. Я очень разочарован»"
297,https://www.sports.ru//figure-skating/1114123968-evgenij-plyushhenko-prosit-pochti-80-mln-rublej-iz-prezidentskogo-fond.html,Евгений Плющенко просит почти 80 млн рублей из Президентского фонда культурных инициатив на шоу «Союз чемпионов»
298,https://www.sports.ru//football/1114125028-lui-van-gal-o-vylete-niderlandov-mne-ne-za-chto-korit-sebya-ya-ne-proi.html,"Ван Гал о вылете с ЧМ-2022: «Не думаю, что меня победили – только лишь по пенальти. Корить себя не за что, я не проиграл в 20 матчах. Погуглите, сколько выиграл»"
299,https://www.sports.ru//football/1114124741-messi-oskorblyal-sudyu-trenera-i-odnogo-iz-igrokov-sopernika-sdelaj-ta.html,"«Месси оскорблял судью, тренера и одного из игроков соперника. Сделай такое Роналду – медиа уделили бы куда больше внимания». Пирс Морган о Лео"
300,https://www.sports.ru//skiing/1114124620-guberniev-o-slovax-sorina-pro-otsutstvie-kubka-rossii-na-tv-egor-sorin.html,"Губерниев о словах Сорина про отсутствие Кубка России на ТВ: «Егор хочет, чтобы деньги все время были в тумбочке. Такая бюджетная избалованность»"
301,https://www.sports.ru//figure-skating/1114123289-ilya-averbux-zaprosil-53-mln-rublej-iz-byudzhetnyx-deneg-na-ledovoe-sh.html,Илья Авербух запросил 53 млн рублей из Президентского фонда культурных инициатив на ледовое шоу «Анна Каренина»
302,https://www.sports.ru//football/1114123748-vicze-prezidenta-evroparlamenta-grechanku-kajli-zaderzhali-v-bryussele.html,"Вице-президента Европарламента гречанку Кайли задержали в Брюсселе. Это может быть связано с коррупцией и катарским лобби, в том числе с ЧМ-2022, 600 тысяч евро изъято при обысках"
303,https://www.sports.ru//football/1114123930-nojer-slomal-nogu-katayas-na-lyzhax-v-otpuske-i-vybyl-do-koncza-sezona.html,"Нойер сломал ногу, катаясь на лыжах в отпуске, и выбыл до конца сезона"
304,https://www.sports.ru//football/1114122961-gvardiola-zanyal-2-e-mesto-v-oprose-o-predpochtitelnom-trenere-sbornoj.html,"Гвардиола занял 2-е место в опросе о предпочтительном тренере сборной Бразилии от UOL, 1-й – Феррейра из «Палмейрас»"
305,https://www.sports.ru//football/1114122514-brat-gej-skonchavshegosya-v-katare-amerikanskogo-zhurnalista-zayavil-c.html,"Брат-гей скончавшегося в Катаре американского журналиста заявил, что того убили"
306,https://www.sports.ru//figure-skating/1114122321-xudajberdieva-i-bazin-poluchili-za-proizvolnyj-tanecz-135-38-balla-nes.html,"Худайбердиева и Базин получили за произвольный танец 135,38 балла на турнире «Жигули», хотя сорвали элемент. Мировой рекорд больше на 1,71"
307,https://www.sports.ru//football/1114121897-frenki-de-jong-o-mateu-laose-sudya-svistel-tolko-v-polzu-argentiny-v-d.html,"«Судья свистел только в пользу Аргентины в дополнительное время. Возможно, величие Месси повлияло на него». Френки де Йонг о Матеу Лаосе"
308,https://www.sports.ru//football/1114121517-nejmar-o-vylete-s-chm-eto-poxozhe-na-koshmarnyj-son-i-dolgo-budet-pric.html,"Неймар о вылете с ЧМ: «Это похоже на кошмарный сон и долго будет причинять боль. Не гарантирую, что останусь в сборной»"
309,https://www.sports.ru//football/1114121236-van-gal-pokidaet-sbornuyu-niderlandov-ya-chudesno-provel-vremya-bezumn.html,Ван Гал покидает сборную Нидерландов: «Я чудесно провел время. Безумно больно вылетать вот так»
310,https://www.sports.ru//football/1114122110-platezhnaya-sistema-mir-i-tvorcheskoe-obedinenie-nichego-obychnogo-vyp.html,Платежная система «Мир» и творческое объединение «Ничего Обычного» выпустили капсульную коллекцию «Футбольный мир»
311,https://www.sports.ru//football/1114120571-messi-o-xorvatii-budet-tyazhelyj-polufinal-oni-igrali-s-braziliej-na-r.html,"Месси о Хорватии: «Будет тяжелый полуфинал. Они играли с Бразилией на равных, а временами даже лучше»"
312,https://www.sports.ru//skiing/1114100016-lyzhi-kubok-rossii-ustyugov-bolshunov-retivyx-terentev-malczev-probegu.html,"❄️ Лыжи. Кубок России. Устюгов победил в коньковом спринте, Большунов – 2-й, Терентьев – 3-й"
313,https://www.sports.ru//football/1114120855-lautaro-o-sude-mateu-laose-on-delal-strannye-veshhi-argentina-zasluzhi.html,Лаутаро о судье Матеу Лаосе: «Он делал странные вещи. Аргентина заслуживала победы до серии пенальти»
314,https://www.sports.ru//biathlon/1114096398-kubok-rossii-gonka-presledovaniya-kaplina-ubezhit-pervoj-alimbekova-2-.html,"❄️ Кубок России. Алимбекова выиграла гонку преследования по фотофинишу, Носкова – 2-я, Каплина – 3-я, Казакевич – 5-я"
315,https://www.sports.ru//football/1114119454-otamendi-korchil-rozhi-sbornoj-niderlandov-posle-pobedy-po-penalti-di-.html,"Отаменди корчил рожи сборной Нидерландов после победы по пенальти, Ди Мария и Мак Аллистер тоже злорадствовали: «Это ответ тому, кто говорил что-то нам перед каждым ударом»"
316,https://www.sports.ru//football/1114119076-fanaty-sbornoj-argentiny-peli-maradona-luchshe-pele-v-brazilskom-shtat.html,Фанаты Аргентины пели «Марадона лучше Пеле» в бразильском штате Параиба после матчей 1/4 финала
317,https://www.sports.ru//football/1114118862-pirs-morgan-messi-dolzhen-byl-poluchit-vtoruyu-zheltuyu-a-zatem-i-kras.html,"Пирс Морган: «Месси должен был получить вторую желтую, а затем и красную карточку»"
318,https://www.sports.ru//skiing/1114118917-trener-lyzhnikov-sorin-o-kubke-rossii-bez-translyaczij-uveren-chto-fed.html,"Тренер лыжников Сорин о Кубке России без трансляций: «Уверен, федерация приняла оптимальное решение. Вывести наш вид спорта на ТВ – не главная задача»"
319,https://www.sports.ru//football/1114118602-emiliano-martines-o-pobede-argentiny-unas-est-yajcza-i-strast-my-sdela.html,Эмилиано Мартинес о победе Аргентины: «У нас есть яйца и страсть. Мы сделали это для 45 миллионов человек»
320,https://www.sports.ru//football/1114118273-u-messi-sluchilsya-konflikt-s-davidsom-pomoshhnikom-van-gala-posle-mat.html,"У Месси случился конфликт с Давидсом, помощником ван Гала, после матча Нидерланды – Аргентина"
321,https://www.sports.ru//football/1114117885-amerikanskij-zhurnalist-grant-uol-umer-vo-vremya-matcha-niderlandy-arg.html,Американский журналист Уол умер во время матча Нидерланды – Аргентина. Ему стало плохо в пресс-центре стадиона в Лусаиле
322,https://www.sports.ru//football/1114117406-skaloni-o-messi-protiv-niderlandov-pokazal-chto-on-luchshij-futbolist-.html,"Скалони о Месси против Нидерландов: «Показал, что он лучший футболист всех времен»"
323,https://www.sports.ru//football/1114116485-bozhovich-o-zenite-sudi-mogut-speczialno-svistnut-v-ego-polzu-neskolko.html,Божович о «Зените»: «Судьи могут специально свистнуть в его пользу несколько раз за игру. Только у него такая привилегия в России»
324,https://www.sports.ru//hockey/1114116550-makdevid-pervym-v-sezone-zabrosil-25-shajb-za-28-igr-on-zabivaet-v-7-m.html,Макдэвид первым в сезоне НХЛ забросил 25 шайб – за 28 игр. Он забивает в 7 матчах подряд
325,https://www.sports.ru//basketball/1114088266-nba-filadelfiya-primet-lejkers-dallas-sygraet-s-miluoki-i-drugie-match.html,"НБА. 38+12 от Эмбиида помогли «Филадельфии» одолеть «Лейкерс», «Даллас» уступил «Милуоки» и другие результаты"
326,https://www.sports.ru//biathlon/1114116324-dmitrij-guberniev-ne-stoit-menyat-konfederacziyu-na-aziatskuyu-eto-opa.html,"Дмитрий Губерниев: «Не стоит менять конфедерацию на Азиатскую, это опасный путь. Уйти легко, вернуться сложно. Россия — европейская страна»"
327,https://www.sports.ru//biathlon/1114095834-kubok-rossii-gonka-presledovaniya-latypov-startuet-pervym-eremin-2-m-v.html,"❄️Кубок России. Халили победил в гонке преследования, Поварницын – 2-й, Серохвостов – 3-й, Латыпов – 5-й"
328,https://www.sports.ru//athletics/1114116012-mok-podderzhal-ideyu-dopuska-rossijskix-sportsmenov-na-otborochnye-sor.html,"МОК поддержал идею допуска российских спортсменов на отборочные соревнования к Парижу-2024, которые проведет Олимпийский совет Азии"
329,https://www.sports.ru//football/1114099803-utrennij-dajdzhest.html,"Хорватия выбила Бразилию по пенальти, Аргентина прошла Нидерланды, Промес может стать гражданином РФ, Роналду опять начнет в запасе, санкции МОК в силе и другие новости"
330,https://www.sports.ru//hockey/1114082489-nxl-vashington-prinimaet-sietl-rejndzhers-v-gostyax-u-kolorado-edmonto.html,"НХЛ. «Вашингтон» победил «Сиэтл», «Рейнджерс» в гостях у «Колорадо», «Эдмонтон» забросил 5 шайб «Миннесоте»"
331,https://www.sports.ru//hockey/1114114627-ovechkin-4-j-igrok-v-istorii-nxl-s-500-golami-v-ravnyx-sostavax-za-kar.html,Овечкин – 4-й игрок в истории НХЛ с 500 голами в равных составах за карьеру. Рекорд у Гретцки – 617
332,https://www.sports.ru//basketball/1114114319-lejkers-pereveli-match-s-siksers-v-overtajm-nabrav-9-ochkov-za-posledn.html,"«Лейкерс» перевели матч с «Сиксерс» в овертайм, набрав 9 очков за последние 30 секунд "
333,https://www.sports.ru//hockey/1114113563-ovechkin-zabil-796-j-gol-v-nxl-poraziv-pustye-vorota-vo-2-j-igre-kryad.html,"Овечкин забил 796-й гол в НХЛ, поразив пустые ворота во 2-й игре кряду. До Хоу – 5 шайб, до Гретцки – 98"
334,https://www.sports.ru//football/1114111362-nejmar-o-matche-s-xorvatiej.html,"Неймар о матче с Хорватией: «Мы вылетели в несправедливой игре, к несчастью. Печальный день»"
335,https://www.sports.ru//football/1114111352-lionel-messi-van-gal-puskaet-pyl-v-glaza-chto-igraet-v-xoroshij-futbol.html,"Лионель Месси: «Ван Гал пускает пыль в глаза, что играет в хороший футбол, а потом начинает закидывать на самых высоких игроков»"
336,https://www.sports.ru//football/1114111037-van-gal-o-porazhenii-ot-argentiny-niderlandy-ves-god-trenirovali-penal.html,"Ван Гал о поражении от Аргентины: «Нидерланды весь год тренировали пенальти, но все равно облажались»"
337,https://www.sports.ru//football/1114110415-messi-nedovolen-sudejstvom-mateu-laosa-nelzya-stavit-ne-sootvetstvuyus.html,Месси недоволен судейством Матеу Лаоса: «Нельзя ставить не соответствующего уровню арбитра»
338,https://www.sports.ru//football/1114107445-liderstvo-nejmara-detskoe-s-takim-molodezhnym-liderom-budet-neudacha-p.html,"«Лидерство Неймара – детское. С таким молодежным лидером будет неудача при первой возможности. Не поняла, почему он не бил пенальти первым». Бразильская журналистка раскритиковала форварда"
339,https://www.sports.ru//football/1114109857-mateu-laos-pokazal-15-kartochek-v-matche-niderlandy-argentina-eto-reko.html,Матеу Лаос показал 15 карточек в матче Нидерланды – Аргентина. Это рекорд чемпионатов мира
340,https://www.sports.ru//football/1114109494-u-van-gala-za-12-matchej-na-chm-net-porazhenij-v-osnovnoe-vremya-nider.html,У ван Гала за 12 матчей на ЧМ нет поражений в основное время. Нидерланды дважды проиграли Аргентине по пенальти – в 2014-м и 2022-м 
341,https://www.sports.ru//football/1114108935-argentina-vyigrala-5-iz-6-serij-penalti-na-chempionatax-mira-bolshe-vs.html,Аргентина выиграла 5 из 6 серий пенальти на чемпионатах мира – больше всех
342,https://www.sports.ru//football/1114104587-seriya-niderlandov-posle-vozvrashheniya-van-gala.html,Нидерланды впервые проиграли после возвращения ван Гала – Аргентине по пенальти. Было 14 побед и 5 ничьих
343,https://www.sports.ru//football/1114104710-argentina-2-j-raz-vyshla-v-polufinal-chm-v-xxi-veke.html,Аргентина 2-й раз вышла в полуфинал ЧМ в XXI веке. В 2014-м аргентинцы проиграли в финале
344,https://www.sports.ru//football/1114103943-polufinal-chm-2022-xorvatiya.html,Аргентина сыграет с Хорватией в полуфинале ЧМ-2022
345,https://www.sports.ru//football/1114074815-chm-2022-1-4-finala-braziliya-sygraet-s-xorvatiej-argentina-protiv-nid.html,"ЧМ-2022. 1/4 финала. Аргентина по пенальти прошла Нидерланды, Бразилия проиграла Хорватии в серии 11-метровых"
346,https://www.sports.ru//football/1114075262-niderlandy-argentina-onlajn-translyacziya-nachnetsya-v-2200.html,Аргентина по пенальти обыграла Нидерланды в 1/4 ЧМ. Мартинес отбил удары ван Дейка и Бергейса
347,https://www.sports.ru//football/1114105965-ten-xag-ob-intervyu-ronaldu-ya-smotrel-on-znal-o-posledstviyax-krishti.html,Тен Хаг об интервью Роналду: «Я смотрел. Он знал о последствиях. Криштиану не говорил мне о желании уйти»
348,https://www.sports.ru//football/1114105072-niderlandy-otygralis-v-matche-s-argentinoj-proigryvaya-02-k-83-j-vegor.html,"Нидерланды отыгрались в матче с Аргентиной, уступая 0:2 к 83-й. Вегорст сделал дубль, сравняв на 101-й"
349,https://www.sports.ru//football/1114104128-messi-zabil-9-j-gol-na-chm-dognav-batistutu-do-rekorda-kloze-6-myachej.html,Месси забил 10-й гол на ЧМ и догнал Батистуту. До рекорда Клозе 6 мячей
350,https://www.sports.ru//figure-skating/1114059785-final-gran-pri-mixara-xendriks-sakamoto-kim-je-lim-levito-i-vatanabe-v.html,"Финал Гран-при. Сакамото выиграла короткую программу, Михара – 2-я, Хендрикс – 3-я, Левито – 5-я"
351,https://www.sports.ru//football/1114103401-messi-vyshel-na-2-e-mesto-v-spiske-bombardirov-chm-2022-4-gola-vperedi.html,Месси вышел на 2-е место в списке бомбардиров ЧМ-2022 – 4 гола. Впереди только Мбаппе – 5
352,https://www.sports.ru//football/1114102710-kak-messi-delaet-eto-dermo-snogsshibatelno-blestyashhe-lineker-o-golev.html,«Как Месси делает это дерьмо? Сногсшибательно блестяще». Линекер о голевом пасе Лео на Молину
353,https://www.sports.ru//football/1114100911-messi-nabral-5-32-ochkov-v-5-matchax-na-chm-2022.html,Месси набрал 6 (4+2) очков в 5 матчах ЧМ-2022
354,https://www.sports.ru//football/1114099542-tite.html,"Тите о Неймаре в серии пенальти: «5-й удар – решающий, нужен был высококлассный, психологически сильный игрок для него»"
355,https://www.sports.ru//football/1114100831-messi-otdal-5-j-assist-v-plej-off-chempionatov-mira-i-pobil-rekord-pel.html,Месси отдал 5-й ассист в плей-офф чемпионатов мира и побил рекорд Пеле
356,https://www.sports.ru//football/1114100026-tite-xudshij-trener-v-istorii-brazilii-idiot-pozor-tebe-eks-igrok-neto.html,"«Тите – худший тренер в истории Бразилии. Имбецил, ставь Неймара, пусть он забьет! Позор тебе». Экс-хавбек Нето о вылете сборной"
357,https://www.sports.ru//football/1114100052-tite-uxodit-iz-sbornoj-brazilii-czikl-zakonchen.html,Тите уходит c поста тренера сборной Бразилии: «Цикл закончен»
358,https://www.sports.ru//hockey/1114098715-rotenberg-ob-uzhestochenii-limita-v-kxl-partiya-skazala-nado-komsomol-.html,"Ротенберг об ужесточении лимита в КХЛ: «Партия сказала: «Надо», комсомол ответил: «Есть»"
359,https://www.sports.ru//football/1114098370-messi-provodit-24-j-match-na-chm-do-rekorda-matteusa-1-igra.html,Месси проводит 24-й матч на ЧМ. До рекорда Маттеуса 1 игра
360,https://www.sports.ru//football/1114097954-nejmar-antoni-rafinya-i-rodrigo-plakali-posle-vyleta-s-chm-modrich-ute.html,"Неймар, Антони, Рафинья и Родриго плакали после вылета с ЧМ. Модрич утешал бразильцев"
361,https://www.sports.ru//football/1114097299-dalich-o-pobede-nad-braziliej-xorvatiya-vybila-glavnogo-favorita-nikog.html,"Далич о победе над Бразилией: «Хорватия выбила главного фаворита. Никогда не недооценивайте нас, я же говорил»"
362,https://www.sports.ru//football/1114097215-kazemiro-o-vylete-brazilii-s-chm-2022-pobeda-byla-v-nashix-rukax-no-us.html,"Каземиро о вылете Бразилии с ЧМ-2022: «Победа была у нас в руках, но ускользнула. Жизнь продолжается»"
363,https://www.sports.ru//football/1114096642-braziliya-ostalas-bez-medalej-pyatyj-chm-podryad-eto-xudshaya-seriya-v.html,Бразилия осталась без медалей пятый ЧМ подряд. Это худшая серия в истории сборной
364,https://www.sports.ru//football/1114095916-braziliya-proigrala-vse-6-poslednix-matchej-evropejskim-sbornym-v-plej.html,Бразилия проиграла сборным из Европы все 6 последних матчей в плей-офф ЧМ. Последняя победа – в финале ЧМ-2002
365,https://www.sports.ru//football/1114095745-xorvatiya-v-3-j-raz-v-svoej-istorii-vyshla-v-polufinal-chm-tolko-germa.html,Хорватия в 3-й раз вышла в полуфинал ЧМ. Только Германия чаще выходила в 1/2 финала с 1998-го
366,https://www.sports.ru//football/1114094742-livakovich-sdelal-4-sejva-v-seriyax-penalti-na-odnom-chm-i-povtoril-re.html,Ливакович сделал 4 сэйва в сериях пенальти на одном ЧМ и повторил рекорд чемпионатов мира
367,https://www.sports.ru//football/1114093732-braziliya-vyletela-v-1-4-finala-na-4-chm-i-5-poslednix.html,Бразилия вылетела в 1/4 финала на 4 ЧМ из 5 последних
368,https://www.sports.ru//football/1114092382-xorvatiya-vyigrala-vse-4-serii-penalti-na-chempionatax-mira-pobezhdali.html,"Хорватия выиграла все 4 серии пенальти на чемпионатах мира. Побеждали Бразилию, Японию, Россию и Данию"
369,https://www.sports.ru//football/1114092683-xorvatiya-vyshla-v-polufinal-na-2-m-chm-podryad.html,Хорватия вышла в полуфинал на втором ЧМ подряд
370,https://www.sports.ru//football/1114075137-xorvatiya-braziliya-onlajn-translyacziya-nachnetsya-v-1800.html,"Хорватия по пенальти выбила Бразилию в 1/4 финала ЧМ. Ливакович взял удар Родриго, Маркиньос пробил в штангу"
371,https://www.sports.ru//football/1114092158-xorvatiya-sygraet-s-argentinoj-ili-niderlandami-v-polufinale-chm-2022.html,Хорватия сыграет с Аргентиной или Нидерландами в полуфинале ЧМ-2022
372,https://www.sports.ru//football/1114092187-nejmar-zabil-8-j-gol-na-chm-sravnyavshis-s-ronaldu-i-maradonoj-do-reko.html,"Неймар забил 8-й гол на ЧМ, сравнявшись с Роналду и Марадоной. До рекорда Клозе – 8 мячей"
373,https://www.sports.ru//football/1114091575-xorvatiya-zabila-brazilii-pervym-udarom-v-stvor-petkovich-na-117-j-min.html,"Хорватия на 117-й минуте первым ударом в створ забила Бразилии, переведя матч в серию пенальти"
374,https://www.sports.ru//chess/1114091387-aleksandr-grishhuk-posle-togo-kak-neskolko-mesyaczev-karyakin-popytals.html,"Александр Грищук: «После того, как Карякин попытался подставить разом десятки своих коллег, как человек он для меня перестал существовать»"
375,https://www.sports.ru//football/1114090750-nejmar-zabil-77-j-gol-za-braziliyu-i-povtoril-rekord-pele.html,Неймар забил 77-й гол за Бразилию и повторил рекорд Пеле
